client_num	customer_age	gender	dependent_count	education_level	marital_status	state_cd	zipcode	car_owner	house_owner	personal_loan	contact	customer_job	income	cust_satisfaction_score	IncomeGroup	agegroup
717667833	40	F	3	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	17583	1	low	40-50
718024908	55	M	3	Graduate	Married	CA	91750	no	yes	no	cellular	White-collar	101440	3	med	50-60
718108758	36	M	3	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	67751	3	med	30-40
718812708	37	F	3	Graduate	Married	CA	91750	no	yes	no	cellular	Selfemployeed	17702	5	low	30-40
718982058	34	F	3	Graduate	Married	CA	91750	yes	yes	yes	cellular	White-collar	47548	4	med	30-40
719258433	48	M	3	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	104908	4	med	40-50
719462433	56	F	3	Graduate	Married	CA	91750	no	no	no	cellular	Govt	54364	4	med	50-60
719577258	45	F	3	Graduate	Married	CA	91750	yes	no	yes	cellular	White-collar	18825	5	low	40-50
719845908	40	M	3	Graduate	Married	CA	91750	yes	no	no	cellular	Retirees	79037	4	med	40-50
720147633	47	F	3	Graduate	Married	CA	91750	yes	yes	no	cellular	Blue-collar	19140	4	low	40-50
720644883	46	M	3	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	93250	3	med	40-50
720879708	42	F	3	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	33012	5	low	40-50
721335558	37	M	3	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	104644	5	med	30-40
721462458	34	F	3	Graduate	Married	CA	91750	yes	yes	no	cellular	Govt	42170	5	med	30-40
753856008	42	F	3	Graduate	Married	CA	91750	no	no	no	cellular	Govt	39227	4	med	40-50
767294658	51	F	3	Graduate	Married	CA	91750	no	yes	yes	cellular	Selfemployeed	1250	3	low	50-60
770817783	49	F	3	Graduate	Married	CA	91750	yes	yes	no	cellular	Selfemployeed	5525	3	low	40-50
771108933	37	M	3	Graduate	Married	CA	91750	yes	yes	yes	cellular	Retirees	59774	4	med	30-40
771234558	47	M	3	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	23599	3	low	40-50
772264383	42	F	3	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	12937	4	low	40-50
772404633	52	M	3	Graduate	Married	CA	91750	yes	no	no	cellular	Businessman	107387	5	med	50-60
772585008	40	M	3	Graduate	Married	CA	91750	no	yes	no	cellular	Blue-collar	93722	3	med	40-50
773364483	38	F	3	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	18244	4	low	30-40
778242708	56	F	3	Graduate	Married	CA	91750	yes	yes	no	cellular	White-collar	57807	3	med	50-60
778782858	49	M	3	Graduate	Married	CA	91750	yes	yes	no	cellular	Retirees	63078	4	med	40-50
779548008	46	M	3	Graduate	Married	CA	91750	yes	no	no	cellular	White-collar	107483	5	med	40-50
779571708	43	M	3	Graduate	Married	CA	91750	no	yes	no	cellular	Govt	109690	3	med	40-50
780326883	54	F	3	Graduate	Married	CA	91750	yes	no	no	cellular	Blue-collar	22774	5	low	50-60
789634983	51	M	3	Graduate	Married	CA	91750	no	yes	no	cellular	Selfemployeed	85154	5	med	50-60
792345258	55	M	3	Graduate	Married	CA	91750	no	no	no	cellular	Retirees	71328	4	med	50-60
793412958	48	M	3	Graduate	Married	CA	91750	no	yes	no	cellular	Retirees	59734	5	med	40-50
794227308	42	M	3	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	65176	4	med	40-50
794562783	43	F	3	Graduate	Married	CA	91750	yes	yes	no	cellular	Govt	29288	5	low	40-50
794682483	45	F	3	Graduate	Married	CA	91750	no	yes	no	cellular	Govt	34732	5	low	40-50
795991758	42	F	3	Graduate	Married	CA	91750	yes	yes	no	cellular	Blue-collar	49704	4	med	40-50
797414733	33	F	3	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	27499	5	low	30-40
798238008	48	M	3	Graduate	Married	CA	91750	no	no	no	cellular	Retirees	72475	5	med	40-50
802243458	46	F	3	Graduate	Married	CA	91750	yes	no	no	cellular	White-collar	15322	5	low	40-50
804434058	33	M	3	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	73123	4	med	30-40
804867183	44	F	3	Graduate	Married	CA	91750	no	no	no	cellular	Govt	30473	5	low	40-50
809984133	33	F	3	Graduate	Married	CA	91750	no	no	no	cellular	Govt	31960	4	low	30-40
810856833	56	F	3	Graduate	Married	CA	91750	no	no	no	cellular	Govt	18264	4	low	50-60
813182658	45	M	3	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	60789	4	med	40-50
814829583	51	M	3	Graduate	Married	CA	91750	no	no	no	cellular	Govt	79694	3	med	50-60
817422408	52	F	3	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	50533	3	med	50-60
827423433	44	M	3	Graduate	Married	CA	91750	yes	no	no	cellular	White-collar	40116	4	med	40-50
708204033	53	M	2	Graduate	Married	CA	91750	yes	no	yes	cellular	Selfemployeed	51233	1	med	50-60
708219108	38	M	2	Graduate	Married	CA	91750	yes	no	no	cellular	Blue-collar	102561	3	med	30-40
708292833	41	F	2	Graduate	Married	CA	91750	yes	no	no	cellular	Govt	32170	3	low	40-50
708472008	47	M	2	Graduate	Married	CA	91750	no	yes	yes	cellular	White-collar	105522	2	med	40-50
709087983	54	M	2	Graduate	Married	CA	91750	yes	no	no	cellular	White-collar	90136	2	med	50-60
709497108	40	M	2	Graduate	Married	CA	91750	no	yes	no	cellular	Govt	114022	3	med	40-50
709546608	43	M	2	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	78976	3	med	40-50
709638783	53	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	Retirees	48948	2	med	50-60
709668408	34	M	2	Graduate	Married	CA	91750	no	yes	no	cellular	Blue-collar	97284	2	med	30-40
709813008	41	M	2	Graduate	Married	CA	91750	no	no	yes	cellular	White-collar	65986	1	med	40-50
709987683	35	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	Selfemployeed	32551	3	low	30-40
710257683	40	M	2	Graduate	Married	CA	91750	yes	yes	no	cellular	Selfemployeed	66678	2	med	40-50
710545158	37	F	2	Graduate	Married	CA	91750	yes	yes	yes	cellular	Retirees	41316	1	med	30-40
711614658	44	F	2	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	28825	2	low	40-50
711722808	49	F	2	Graduate	Married	CA	91750	yes	no	no	cellular	Govt	29042	2	low	40-50
712091433	39	F	2	Graduate	Married	CA	91750	yes	yes	no	cellular	Govt	33771	3	low	30-40
712414908	43	M	2	Graduate	Married	CA	91750	yes	yes	no	cellular	Retirees	89170	2	med	40-50
712533708	44	M	2	Graduate	Married	CA	91750	no	yes	no	cellular	Businessman	84249	1	med	40-50
712734933	45	F	2	Graduate	Married	CA	91750	yes	no	no	cellular	Businessman	19068	2	low	40-50
712918083	48	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	104569	1	med	40-50
713182458	45	F	2	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	11291	2	low	40-50
713227233	52	F	2	Graduate	Married	CA	91750	yes	no	no	cellular	White-collar	59415	1	med	50-60
713437008	38	M	2	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	117681	2	med	30-40
713670333	55	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	12806	2	low	50-60
713830233	44	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	Govt	16611	3	low	40-50
714005508	45	M	2	Graduate	Married	CA	91750	yes	no	yes	cellular	White-collar	57780	5	med	40-50
714051033	50	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	Businessman	19390	2	low	50-60
714393708	51	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	85234	2	med	50-60
714569958	50	F	2	Graduate	Married	CA	91750	yes	yes	no	cellular	Selfemployeed	43651	3	med	50-60
714722808	46	M	2	Graduate	Married	CA	91750	no	yes	no	cellular	Businessman	51958	1	med	40-50
714929283	40	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	Retirees	30968	1	low	40-50
715004808	40	M	2	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	58257	1	med	40-50
715047333	55	F	2	Graduate	Married	CA	91750	yes	yes	no	cellular	White-collar	57380	3	med	50-60
715130808	51	M	2	Graduate	Married	CA	91750	yes	yes	no	cellular	Retirees	85187	3	med	50-60
715328658	58	M	2	Graduate	Married	CA	91750	yes	yes	yes	cellular	Blue-collar	30934	3	low	50-60
715343883	36	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Govt	74410	3	med	30-40
715413483	57	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Retirees	44413	3	med	50-60
715534083	41	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	48585	3	med	40-50
715973583	40	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	12845	3	low	40-50
716249508	44	F	2	Graduate	Married	CA	91750	yes	yes	no	cellular	Retirees	54950	3	med	40-50
716414958	34	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Govt	39968	3	med	30-40
716506083	21	F	2	Graduate	Married	CA	91750	yes	yes	no	cellular	White-collar	119374	3	med	20-30
716644008	38	M	2	Graduate	Married	CA	91750	yes	no	no	cellular	White-collar	119203	1	med	30-40
717784983	46	F	2	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	14975	1	low	40-50
718227033	50	F	2	Graduate	Married	CA	91750	yes	yes	no	cellular	White-collar	29782	3	low	50-60
718445883	38	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	Selfemployeed	14975	5	low	30-40
718572408	46	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	77730	5	med	40-50
718735908	53	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	16042	5	low	50-60
718963158	47	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	White-collar	35623	3	med	40-50
719256483	42	F	2	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	51747	3	med	40-50
719326758	43	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	118370	4	med	40-50
719660658	48	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	White-collar	22152	4	low	40-50
719679858	52	F	2	Graduate	Married	CA	91750	yes	yes	no	cellular	Selfemployeed	6550	4	low	50-60
719685408	44	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	28669	4	low	40-50
719737833	52	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	Businessman	15684	3	low	50-60
720029508	53	F	2	Graduate	Married	CA	91750	yes	no	yes	cellular	Selfemployeed	50270	5	med	50-60
720440583	39	F	2	Graduate	Married	CA	91750	yes	yes	no	cellular	White-collar	18620	3	low	30-40
720849708	38	M	2	Graduate	Married	CA	91750	yes	no	no	cellular	Govt	101679	4	med	30-40
721313808	46	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Govt	64932	4	med	40-50
756383283	63	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	52432	4	med	unknown
764211033	33	M	2	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	64728	5	med	30-40
768498258	40	M	2	Graduate	Married	CA	91750	no	yes	no	cellular	Selfemployeed	76369	4	med	40-50
768612258	38	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Govt	52488	5	med	30-40
770268933	41	F	2	Graduate	Married	CA	91750	yes	no	no	cellular	Blue-collar	50685	5	med	40-50
770956158	37	F	2	Graduate	Married	CA	91750	yes	yes	no	cellular	Businessman	51498	5	med	30-40
771106458	38	M	2	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	70661	3	med	30-40
772189308	53	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	84494	4	med	50-60
772382283	43	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	31499	4	low	40-50
772607433	48	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	Selfemployeed	50462	3	med	40-50
778601733	50	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	26252	4	low	50-60
778724058	56	M	2	Graduate	Married	CA	91750	no	yes	no	cellular	White-collar	46738	5	med	50-60
779041983	50	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	62663	4	med	50-60
779118708	41	M	2	Graduate	Married	CA	91750	no	yes	no	cellular	Govt	70240	3	med	40-50
779252283	47	M	2	Graduate	Married	CA	91750	yes	no	no	cellular	Blue-collar	95670	5	med	40-50
781013958	54	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	Selfemployeed	12150	4	low	50-60
783554958	43	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	12561	4	low	40-50
787291308	56	M	2	Graduate	Married	CA	91750	no	no	yes	cellular	Retirees	59959	5	med	50-60
787348608	41	F	2	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	10364	4	low	40-50
787568433	52	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	66478	5	med	50-60
788418933	57	M	2	Graduate	Married	CA	91750	yes	no	no	cellular	Govt	89402	5	med	50-60
789167658	54	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	14975	5	low	50-60
789477483	40	F	2	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	43587	4	med	40-50
789698733	55	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	62596	5	med	50-60
789893808	43	F	2	Graduate	Married	CA	91750	no	yes	no	cellular	Govt	21510	5	low	40-50
801053208	46	M	2	Graduate	Married	CA	91750	no	no	yes	cellular	Selfemployeed	53442	5	med	40-50
804649833	37	F	2	Graduate	Married	CA	91750	no	yes	yes	cellular	Govt	37366	4	med	30-40
808279158	38	M	2	Graduate	Married	CA	91750	no	yes	no	cellular	Businessman	117352	3	med	30-40
809967783	60	F	2	Graduate	Married	CA	91750	no	yes	yes	cellular	Selfemployeed	23250	5	low	60+
811974483	52	M	2	Graduate	Married	CA	91750	no	yes	no	cellular	Businessman	93661	4	med	50-60
813261408	52	F	2	Graduate	Married	CA	91750	yes	no	no	cellular	White-collar	37491	3	med	50-60
815484783	57	F	2	Graduate	Married	CA	91750	no	yes	yes	cellular	Retirees	16002	5	low	50-60
818906208	44	F	2	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	14975	4	low	40-50
819606258	39	F	2	Graduate	Married	CA	91750	yes	yes	no	cellular	Govt	44180	3	med	30-40
823578483	51	M	2	Graduate	Married	CA	91750	yes	yes	no	cellular	White-collar	61998	5	med	50-60
827049558	51	M	2	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	61639	4	med	50-60
708442158	42	F	4	Graduate	Married	CA	91750	yes	no	no	cellular	Businessman	42377	2	med	40-50
708846183	42	F	5	Graduate	Married	CA	91750	yes	yes	no	cellular	White-collar	47375	2	med	40-50
709140858	45	M	4	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	93790	1	med	40-50
709238358	41	M	4	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	105397	2	med	40-50
709310433	61	M	0	Graduate	Married	CA	91750	yes	no	no	cellular	Retirees	64573	1	med	unknown
709541433	61	F	1	Graduate	Married	CA	91750	no	yes	no	cellular	Selfemployeed	14975	2	low	unknown
709739283	58	F	0	Graduate	Married	CA	91750	no	yes	yes	cellular	White-collar	53629	2	med	50-60
709855608	61	F	0	Graduate	Married	CA	91750	yes	yes	no	cellular	Selfemployeed	6550	2	low	unknown
709897983	57	F	0	Graduate	Married	CA	91750	no	yes	yes	cellular	Selfemployeed	18501	1	low	50-60
710155158	36	M	4	Graduate	Married	CA	91750	no	no	yes	cellular	White-collar	119274	2	med	30-40
710175783	36	F	1	Graduate	Married	CA	91750	yes	no	yes	cellular	Businessman	56950	1	med	30-40
710289783	50	F	1	Graduate	Married	CA	91750	no	yes	no	cellular	Govt	29411	2	low	50-60
710729358	47	F	4	Graduate	Married	CA	91750	no	yes	yes	cellular	Blue-collar	29445	2	low	40-50
710821833	50	F	1	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	11745	2	low	50-60
710884683	40	F	4	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	45579	2	med	40-50
711011508	44	F	4	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	59912	1	med	40-50
711126483	38	M	1	Graduate	Married	CA	91750	yes	no	no	cellular	Businessman	94255	2	med	30-40
711178383	45	F	4	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	51779	3	med	40-50
711285633	39	F	1	Graduate	Married	CA	91750	yes	yes	no	cellular	White-collar	36257	2	med	30-40
711367308	54	F	0	Graduate	Married	CA	91750	yes	no	no	cellular	White-collar	30769	2	low	50-60
711374283	26	F	0	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	13556	2	low	20-30
711684408	57	M	0	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	114918	1	med	50-60
711685758	51	M	1	Graduate	Married	CA	91750	yes	yes	no	cellular	Businessman	78448	2	med	50-60
711688983	57	F	0	Graduate	Married	CA	91750	yes	no	no	cellular	Govt	34487	1	low	50-60
711768858	45	F	4	Graduate	Married	CA	91750	no	yes	no	cellular	Selfemployeed	12933	3	low	40-50
711881733	54	M	1	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	68244	2	med	50-60
711891933	52	F	1	Graduate	Married	CA	91750	no	no	no	cellular	Retirees	36772	2	med	50-60
711948333	39	F	4	Graduate	Married	CA	91750	no	no	yes	cellular	Selfemployeed	8250	3	low	30-40
712009083	53	M	1	Graduate	Married	CA	91750	no	yes	yes	cellular	Govt	117599	2	med	50-60
712014708	45	M	4	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	66582	2	med	40-50
712046808	65	F	0	Graduate	Married	CA	91750	yes	no	no	cellular	White-collar	19998	3	low	unknown
712160058	48	F	4	Graduate	Married	CA	91750	no	no	no	cellular	Retirees	22484	2	low	40-50
712163433	39	F	1	Graduate	Married	CA	91750	no	no	no	cellular	Businessman	22727	1	low	30-40
712300683	48	M	4	Graduate	Married	CA	91750	yes	no	no	cellular	Businessman	84452	1	med	40-50
712429458	34	F	0	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	48858	2	med	30-40
712727283	59	F	0	Graduate	Married	CA	91750	no	no	yes	cellular	Selfemployeed	11198	2	low	50-60
712831908	49	M	0	Graduate	Married	CA	91750	yes	yes	no	cellular	White-collar	68564	2	med	40-50
712974558	43	M	1	Graduate	Married	CA	91750	no	yes	no	cellular	Govt	68162	1	med	40-50
713310558	60	M	0	Graduate	Married	CA	91750	no	no	no	cellular	Govt	51173	1	med	60+
713629533	49	F	1	Graduate	Married	CA	91750	no	yes	no	cellular	Govt	57697	3	med	40-50
713726958	48	F	1	Graduate	Married	CA	91750	no	yes	yes	cellular	Selfemployeed	23256	1	low	40-50
713746608	51	M	4	Graduate	Married	CA	91750	no	no	no	cellular	Govt	54879	1	med	50-60
713766183	35	M	1	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	52220	1	med	30-40
714031983	39	F	4	Graduate	Married	CA	91750	no	yes	no	cellular	Businessman	48328	5	med	30-40
714036258	59	F	1	Graduate	Married	CA	91750	yes	no	no	cellular	Businessman	55403	5	med	50-60
714115533	44	F	5	Graduate	Married	CA	91750	yes	no	no	cellular	White-collar	30356	2	low	40-50
714171108	43	F	4	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	10298	3	low	40-50
714199008	55	M	4	Graduate	Married	CA	91750	yes	no	no	cellular	Retirees	100903	3	med	50-60
714351558	51	M	1	Graduate	Married	CA	91750	yes	yes	no	cellular	Businessman	45963	3	med	50-60
714387108	55	F	1	Graduate	Married	CA	91750	no	yes	no	cellular	Blue-collar	37836	3	med	50-60
714581358	51	F	1	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	23492	3	low	50-60
714831033	42	F	4	Graduate	Married	CA	91750	no	yes	no	cellular	Selfemployeed	6550	1	low	40-50
714886533	27	F	1	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	14998	1	low	20-30
714893733	49	F	1	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	18449	3	low	40-50
715195383	48	M	4	Graduate	Married	CA	91750	no	yes	no	cellular	Blue-collar	105908	3	med	40-50
715321008	45	M	4	Graduate	Married	CA	91750	no	yes	yes	cellular	Businessman	108524	2	med	40-50
715383108	41	F	4	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	14975	3	low	40-50
715406658	57	F	1	Graduate	Married	CA	91750	no	yes	no	cellular	Blue-collar	32015	2	low	50-60
715511658	58	F	0	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	13938	3	low	50-60
715719033	59	M	0	Graduate	Married	CA	91750	no	no	no	cellular	White-collar	41853	3	med	50-60
716023533	41	M	4	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	58093	1	med	40-50
716059608	41	F	4	Graduate	Married	CA	91750	yes	yes	no	cellular	Retirees	35853	1	med	40-50
716134533	61	M	0	Graduate	Married	CA	91750	no	yes	no	cellular	Businessman	60778	3	med	unknown
716237508	47	M	5	Graduate	Married	CA	91750	no	yes	yes	cellular	Businessman	65541	5	med	40-50
716273133	41	M	1	Graduate	Married	CA	91750	yes	yes	no	cellular	Blue-collar	81336	5	med	40-50
716284308	30	F	1	Graduate	Married	CA	91750	yes	no	no	cellular	Selfemployeed	11805	5	low	60+
716448783	35	F	0	Graduate	Married	CA	91750	no	no	no	cellular	Selfemployeed	10341	3	low	30-40
716610558	30	F	0	Graduate	Married	CA	91750	no	no	no	cellular	Retirees	31830	3	low	60+
716662683	40	M	4	Graduate	Married	CA	91750	no	no	no	cellular	Blue-collar	92106	3	med	40-50
